empresa_id,tipo_energia,proyecto_id,capacidad_generacion,reduccion_emisiones,costo_proyecto,estado_proyecto,total_inversion,energia_generada_total,emisiones_evitadas_total,retorno_estimado
EMP008350,Eólica,PROJ022942,5323.39,2082.11,362.19,En desarrollo,362.19,5323.39,2082.11,0.17
EMP010481,Solar,PROJ022943,8743.12,4581.86,430.45,En desarrollo,430.45,8743.12,4581.86,0.09
EMP010372,Geotérmica,PROJ022944,2465.17,1345.68,107.74,En desarrollo,107.74,2465.17,1345.68,0.08
EMP004885,Biomasa,PROJ022945,1749.29,4946.1,467.64,Finalizado,467.64,1749.29,4946.1,0.09
EMP018368,Biomasa,PROJ022946,1098.26,3457.89,188.38,En desarrollo,188.38,1098.26,3457.89,0.05
EMP011047,Geotérmica,PROJ022947,6823.97,4196.64,288.35,Activo,557.16,11985.25,6273.7,0.09
EMP008593,Geotérmica,PROJ022948,9038.04,3848.39,398.23,Finalizado,398.23,9038.04,3848.39,0.1
EMP016954,Geotérmica,PROJ022949,2101.19,3910.79,224.66,En desarrollo,224.66,2101.19,3910.79,0.06
EMP003798,Biomasa,PROJ022950,1184.42,253.1,362.32,Activo,362.32,1184.42,253.1,1.43
EMP021939,Biomasa,PROJ022951,4126.85,1614.06,314.0,En desarrollo,314.0,4126.85,1614.06,0.19
EMP016865,Biomasa,PROJ022952,6697.84,728.9,463.53,Finalizado,463.53,6697.84,728.9,0.64
EMP003365,Solar,PROJ022953,881.2,1093.4,107.14,Activo,107.14,881.2,1093.4,0.1
EMP014948,Eólica,PROJ022954,9187.18,2611.94,5.13,Finalizado,5.13,9187.18,2611.94,0.0
EMP014921,Eólica,PROJ022955,1505.1,2061.58,263.46,Finalizado,263.46,1505.1,2061.58,0.13
EMP017143,Biomasa,PROJ022956,8817.61,4888.72,305.5,Activo,305.5,8817.61,4888.72,0.06
EMP005497,Biomasa,PROJ022957,3130.0,1253.73,484.0,En desarrollo,526.33,5256.97,5519.52,0.1
EMP016237,Biomasa,PROJ022958,2883.07,3166.31,474.42,Finalizado,474.42,2883.07,3166.31,0.15
EMP017744,Hidroeléctrica,PROJ022959,8842.08,501.24,273.39,Finalizado,620.31,8980.87,2429.94,0.26
EMP017269,Solar,PROJ022960,487.6,843.8,388.83,Finalizado,672.33,9696.94,5632.18,0.12
EMP013204,Geotérmica,PROJ022961,261.5,378.95,90.65,Finalizado,90.65,261.5,378.95,0.24
EMP004853,Geotérmica,PROJ022962,6596.34,4149.19,6.0,En desarrollo,6.0,6596.34,4149.19,0.0
EMP020502,Eólica,PROJ022963,9698.02,3399.1,2.39,Finalizado,2.39,9698.02,3399.1,0.0
EMP014870,Biomasa,PROJ022964,6888.2,1284.7,388.67,Finalizado,388.67,6888.2,1284.7,0.3
EMP024030,Eólica,PROJ022965,2218.75,3906.03,25.19,En desarrollo,520.22,12513.11,5796.29,0.09
EMP015687,Eólica,PROJ022966,2577.69,729.05,463.62,Finalizado,463.62,2577.69,729.05,0.64
EMP000834,Biomasa,PROJ022967,6702.99,366.66,128.29,Activo,128.29,6702.99,366.66,0.35
EMP019993,Eólica,PROJ022968,5042.26,1571.63,388.75,En desarrollo,388.75,5042.26,1571.63,0.25
EMP011047,Geotérmica,PROJ022969,5161.28,2077.06,268.81,Finalizado,557.16,11985.25,6273.7,0.09
EMP018984,Solar,PROJ022970,201.02,1737.67,285.25,En desarrollo,307.96,7266.31,6050.96,0.05
EMP002326,Eólica,PROJ022971,4247.42,3184.19,237.27,Activo,237.27,4247.42,3184.19,0.07
EMP007007,Eólica,PROJ022972,3955.97,1803.96,346.57,Finalizado,365.68,12217.28,1865.92,0.2
EMP014120,Hidroeléctrica,PROJ022973,3321.32,1802.44,256.42,Activo,256.42,3321.32,1802.44,0.14
EMP019275,Biomasa,PROJ022974,8194.78,1360.24,164.64,Finalizado,164.64,8194.78,1360.24,0.12
EMP023446,Solar,PROJ022975,89.74,4040.3,255.01,En desarrollo,283.34,5812.54,6036.96,0.05
EMP024177,Geotérmica,PROJ022976,3104.31,2805.73,331.45,En desarrollo,802.64,19590.44,5842.55,0.14
EMP017258,Eólica,PROJ022977,3050.33,2578.84,212.74,Activo,212.74,3050.33,2578.84,0.08
EMP022493,Solar,PROJ022978,8245.64,3780.16,299.83,Finalizado,299.83,8245.64,3780.16,0.08
EMP017767,Hidroeléctrica,PROJ022979,1309.62,109.44,457.02,En desarrollo,457.02,1309.62,109.44,4.18
EMP022415,Eólica,PROJ022980,8854.54,3710.69,416.29,En desarrollo,416.29,8854.54,3710.69,0.11
EMP008170,Geotérmica,PROJ022981,3240.26,4798.87,246.08,Finalizado,246.08,3240.26,4798.87,0.05
EMP004881,Eólica,PROJ022982,4153.46,774.04,113.04,Activo,113.04,4153.46,774.04,0.15
EMP005508,Biomasa,PROJ022983,9179.04,832.83,12.23,En desarrollo,181.84,18952.14,2323.51,0.08
EMP001888,Hidroeléctrica,PROJ022984,2570.32,775.31,489.61,Activo,489.61,2570.32,775.31,0.63
EMP019744,Eólica,PROJ022985,118.04,792.7,33.55,Activo,352.27,7314.51,2386.88,0.15
EMP012998,Eólica,PROJ022986,9138.22,2297.84,471.8,Activo,471.8,9138.22,2297.84,0.21
EMP006631,Eólica,PROJ022987,5368.13,1015.6,256.53,En desarrollo,256.53,5368.13,1015.6,0.25
EMP018665,Eólica,PROJ022988,7451.72,3107.93,204.05,Activo,714.34,17715.69,4649.16,0.15
EMP013161,Solar,PROJ022989,7872.54,1185.99,390.17,En desarrollo,814.73,12768.28,4159.57,0.2
EMP006537,Hidroeléctrica,PROJ022990,2573.44,4548.95,147.93,Finalizado,147.93,2573.44,4548.95,0.03
EMP017810,Solar,PROJ022991,2700.38,3200.03,115.85,Activo,115.85,2700.38,3200.03,0.04
EMP012953,Geotérmica,PROJ022992,6090.68,2786.94,319.07,En desarrollo,319.07,6090.68,2786.94,0.11
EMP014668,Solar,PROJ022993,7509.74,4330.6,166.17,Finalizado,166.17,7509.74,4330.6,0.04
EMP020364,Geotérmica,PROJ022994,9476.77,2127.43,368.24,Activo,368.24,9476.77,2127.43,0.17
EMP007742,Hidroeléctrica,PROJ022995,6814.79,2040.49,40.51,Finalizado,40.51,6814.79,2040.49,0.02
EMP021396,Solar,PROJ022996,1168.81,2217.49,345.13,Activo,345.13,1168.81,2217.49,0.16
EMP013970,Geotérmica,PROJ022997,2203.55,3402.96,86.37,Activo,86.37,2203.55,3402.96,0.03
EMP015890,Biomasa,PROJ022998,3114.62,3935.0,152.68,Activo,152.68,3114.62,3935.0,0.04
EMP010480,Geotérmica,PROJ022999,2024.99,4501.92,110.01,En desarrollo,110.01,2024.99,4501.92,0.02
EMP013030,Geotérmica,PROJ023000,7729.7,4316.07,481.47,Finalizado,481.47,7729.7,4316.07,0.11
EMP018523,Geotérmica,PROJ023001,5227.01,239.23,415.22,Activo,415.22,5227.01,239.23,1.74
EMP023185,Hidroeléctrica,PROJ023002,5234.54,830.31,197.57,En desarrollo,426.47,13304.32,908.75,0.47
EMP006489,Hidroeléctrica,PROJ023003,9248.82,4214.97,27.54,Finalizado,27.54,9248.82,4214.97,0.01
EMP020742,Eólica,PROJ023004,3337.21,240.11,482.03,Finalizado,482.03,3337.21,240.11,2.01
EMP018486,Hidroeléctrica,PROJ023005,3509.06,4788.41,352.58,Finalizado,352.58,3509.06,4788.41,0.07
EMP010572,Eólica,PROJ023006,1919.47,1985.63,70.41,Activo,70.41,1919.47,1985.63,0.04
EMP011043,Solar,PROJ023007,9325.43,4784.83,63.45,Activo,63.45,9325.43,4784.83,0.01
EMP019929,Solar,PROJ023008,2772.6,556.81,479.76,Finalizado,479.76,2772.6,556.81,0.86
EMP015094,Biomasa,PROJ023009,4766.46,4950.97,334.83,Finalizado,334.83,4766.46,4950.97,0.07
EMP019172,Hidroeléctrica,PROJ023010,876.16,1352.59,287.18,Finalizado,287.18,876.16,1352.59,0.21
EMP003346,Geotérmica,PROJ023011,4732.31,3451.92,1.84,Activo,214.39,9637.91,4780.69,0.04
EMP005907,Eólica,PROJ023012,2317.21,2989.79,82.94,En desarrollo,82.94,2317.21,2989.79,0.03
EMP006113,Biomasa,PROJ023013,5181.93,1803.4,283.24,Activo,283.24,5181.93,1803.4,0.16
EMP008519,Hidroeléctrica,PROJ023014,9987.73,3402.46,41.33,Activo,41.33,9987.73,3402.46,0.01
EMP002315,Eólica,PROJ023015,6798.0,2254.05,472.6,Finalizado,472.6,6798.0,2254.05,0.21
EMP014952,Biomasa,PROJ023016,8604.41,3786.68,60.05,Activo,60.05,8604.41,3786.68,0.02
EMP017209,Eólica,PROJ023017,767.12,362.74,83.65,Finalizado,83.65,767.12,362.74,0.23
EMP002561,Solar,PROJ023018,955.76,3075.27,173.59,Activo,509.79,7271.86,5289.63,0.1
EMP017213,Geotérmica,PROJ023019,9766.25,1099.89,336.57,Activo,336.57,9766.25,1099.89,0.31
EMP006782,Geotérmica,PROJ023020,8632.43,1627.04,130.41,En desarrollo,130.41,8632.43,1627.04,0.08
EMP016683,Hidroeléctrica,PROJ023021,9195.63,4511.72,30.68,Activo,30.68,9195.63,4511.72,0.01
EMP016307,Eólica,PROJ023022,4493.74,2424.39,293.46,Activo,584.43,14023.47,6257.77,0.09
EMP022961,Hidroeléctrica,PROJ023023,3167.07,1459.69,124.72,En desarrollo,124.72,3167.07,1459.69,0.09
EMP019204,Biomasa,PROJ023024,3909.07,1681.46,357.61,Activo,357.61,3909.07,1681.46,0.21
EMP014531,Geotérmica,PROJ023025,2473.11,2383.1,342.26,Finalizado,572.9,4463.71,5466.47,0.1
EMP015962,Hidroeléctrica,PROJ023026,578.86,3116.75,313.46,En desarrollo,313.46,578.86,3116.75,0.1
EMP003928,Eólica,PROJ023027,3666.06,2698.78,131.91,Finalizado,261.66,12224.13,5054.5,0.05
EMP009476,Biomasa,PROJ023028,4585.67,3455.62,162.89,En desarrollo,700.43,16398.94,7891.05,0.09
EMP003408,Hidroeléctrica,PROJ023029,2571.43,3833.9,320.05,Finalizado,320.05,2571.43,3833.9,0.08
EMP014799,Solar,PROJ023030,293.03,107.59,338.19,Finalizado,338.19,293.03,107.59,3.14
EMP004254,Biomasa,PROJ023031,3751.08,4760.86,102.85,Finalizado,599.43,3957.65,9758.06,0.06
EMP007065,Biomasa,PROJ023032,3213.46,75.39,256.14,En desarrollo,256.14,3213.46,75.39,3.4
EMP001093,Biomasa,PROJ023033,8132.96,2565.4,154.95,Activo,154.95,8132.96,2565.4,0.06
EMP016486,Hidroeléctrica,PROJ023034,3314.03,1369.16,356.8,En desarrollo,677.62,7379.07,5464.26,0.12
EMP016526,Hidroeléctrica,PROJ023035,7783.02,4788.63,331.25,En desarrollo,331.25,7783.02,4788.63,0.07
EMP018966,Biomasa,PROJ023036,4432.15,4840.38,99.24,Finalizado,99.24,4432.15,4840.38,0.02
EMP021680,Solar,PROJ023037,6571.13,494.8,246.49,Activo,246.49,6571.13,494.8,0.5
EMP020467,Solar,PROJ023038,9789.48,323.59,23.97,En desarrollo,23.97,9789.48,323.59,0.07
EMP020626,Hidroeléctrica,PROJ023039,1531.37,4929.45,184.15,En desarrollo,655.86,2210.56,5397.91,0.12
EMP002544,Geotérmica,PROJ023040,2576.87,137.17,119.81,Activo,324.76,3132.47,561.15,0.58
EMP020014,Biomasa,PROJ023041,804.08,4154.82,438.01,En desarrollo,438.01,804.08,4154.82,0.11
EMP016859,Eólica,PROJ023042,4857.1,3614.65,50.29,En desarrollo,323.37,12267.39,6311.16,0.05
EMP005999,Eólica,PROJ023043,5448.91,4833.64,317.03,Finalizado,317.03,5448.91,4833.64,0.07
EMP016258,Solar,PROJ023044,8725.2,3196.53,230.85,Activo,230.85,8725.2,3196.53,0.07
EMP009880,Geotérmica,PROJ023045,9577.85,4069.99,259.2,Activo,259.2,9577.85,4069.99,0.06
EMP007903,Hidroeléctrica,PROJ023046,2940.48,1515.67,78.47,En desarrollo,366.52,10690.62,1771.42,0.21
EMP006450,Geotérmica,PROJ023047,9125.03,1089.15,467.1,En desarrollo,467.1,9125.03,1089.15,0.43
EMP017740,Hidroeléctrica,PROJ023048,7983.07,1369.0,79.51,Finalizado,79.51,7983.07,1369.0,0.06
EMP009600,Eólica,PROJ023049,1914.75,3192.96,172.87,Finalizado,214.33,4864.38,7287.25,0.03
EMP004681,Biomasa,PROJ023050,3439.58,779.32,421.64,En desarrollo,421.64,3439.58,779.32,0.54
EMP002637,Biomasa,PROJ023051,1652.62,2093.25,327.87,Activo,327.87,1652.62,2093.25,0.16
EMP019565,Hidroeléctrica,PROJ023052,8359.73,174.1,141.51,Finalizado,141.51,8359.73,174.1,0.81
EMP021823,Hidroeléctrica,PROJ023053,5397.06,3234.01,95.62,Activo,375.49,7414.66,6079.39,0.06
EMP012664,Geotérmica,PROJ023054,4247.16,2076.81,198.46,En desarrollo,589.42,8777.89,2885.06,0.2
EMP012634,Eólica,PROJ023055,7607.88,917.48,139.35,Finalizado,139.35,7607.88,917.48,0.15
EMP015484,Solar,PROJ023056,3428.41,2463.75,284.29,Finalizado,284.29,3428.41,2463.75,0.12
EMP002420,Eólica,PROJ023057,7163.29,507.2,173.6,Finalizado,173.6,7163.29,507.2,0.34
EMP001734,Biomasa,PROJ023058,6754.91,3296.21,189.31,Activo,189.31,6754.91,3296.21,0.06
EMP019895,Solar,PROJ023059,4523.25,3547.84,12.63,Finalizado,12.63,4523.25,3547.84,0.0
EMP008912,Biomasa,PROJ023060,7161.94,3697.57,207.38,En desarrollo,207.38,7161.94,3697.57,0.06
EMP000068,Solar,PROJ023061,6078.06,1198.85,395.97,Activo,395.97,6078.06,1198.85,0.33
EMP022995,Eólica,PROJ023062,5265.2,4806.47,450.31,Finalizado,653.21,12145.1,5338.91,0.12
EMP009401,Eólica,PROJ023063,7459.32,476.14,250.56,Activo,250.56,7459.32,476.14,0.53
EMP021448,Geotérmica,PROJ023064,8786.66,4749.79,224.87,En desarrollo,647.37,9770.06,7988.59,0.08
EMP006205,Biomasa,PROJ023065,7076.34,2593.42,355.14,En desarrollo,355.14,7076.34,2593.42,0.14
EMP003255,Biomasa,PROJ023066,6291.17,3665.66,476.95,En desarrollo,476.95,6291.17,3665.66,0.13
EMP017120,Geotérmica,PROJ023067,7155.52,868.92,84.69,Activo,84.69,7155.52,868.92,0.1
EMP017953,Solar,PROJ023068,9360.58,1322.53,465.74,Finalizado,465.74,9360.58,1322.53,0.35
EMP022028,Eólica,PROJ023069,3146.14,3138.74,12.39,Activo,12.39,3146.14,3138.74,0.0
EMP007401,Solar,PROJ023070,4491.57,3366.69,8.54,Activo,203.72,7240.25,6367.01,0.03
EMP006937,Hidroeléctrica,PROJ023071,6395.54,4237.41,294.42,Finalizado,294.42,6395.54,4237.41,0.07
EMP002865,Geotérmica,PROJ023072,481.38,1587.98,174.0,Activo,569.15,6390.64,5534.72,0.1
EMP006370,Solar,PROJ023073,2965.66,1884.02,196.49,En desarrollo,196.49,2965.66,1884.02,0.1
EMP009554,Biomasa,PROJ023074,5644.05,2674.69,49.85,En desarrollo,466.02,6577.77,2970.56,0.16
EMP021544,Solar,PROJ023075,6405.94,384.43,324.71,En desarrollo,741.14,14560.61,5094.68,0.15
EMP002708,Biomasa,PROJ023076,58.01,757.45,51.56,Activo,51.56,58.01,757.45,0.07
EMP021946,Biomasa,PROJ023077,8493.1,345.86,196.7,Finalizado,196.7,8493.1,345.86,0.57
EMP005860,Geotérmica,PROJ023078,2515.64,882.49,434.62,Finalizado,434.62,2515.64,882.49,0.49
EMP006595,Solar,PROJ023079,2335.65,2462.05,111.02,Activo,111.02,2335.65,2462.05,0.05
EMP018902,Eólica,PROJ023080,3158.72,2745.89,50.21,En desarrollo,50.21,3158.72,2745.89,0.02
EMP008037,Eólica,PROJ023081,7934.58,2043.9,336.4,Finalizado,549.08,17837.84,3650.32,0.15
EMP003637,Hidroeléctrica,PROJ023082,7187.04,4556.04,145.33,En desarrollo,145.33,7187.04,4556.04,0.03
EMP003293,Geotérmica,PROJ023083,934.64,1496.39,54.89,Finalizado,215.11,7728.47,4103.38,0.05
EMP010641,Geotérmica,PROJ023084,2978.35,2753.46,106.29,En desarrollo,106.29,2978.35,2753.46,0.04
EMP020595,Solar,PROJ023085,732.71,1362.33,366.53,Finalizado,388.85,6255.72,2659.62,0.15
EMP006240,Eólica,PROJ023086,2735.65,2620.09,354.74,En desarrollo,354.74,2735.65,2620.09,0.14
EMP010455,Hidroeléctrica,PROJ023087,8887.5,1821.3,167.34,Finalizado,167.34,8887.5,1821.3,0.09
EMP019039,Eólica,PROJ023088,7720.76,2702.47,99.88,Finalizado,99.88,7720.76,2702.47,0.04
EMP010357,Solar,PROJ023089,7874.54,312.05,349.28,Activo,349.28,7874.54,312.05,1.12
EMP014972,Solar,PROJ023090,3465.39,1146.2,88.31,Finalizado,544.0,3889.88,3901.11,0.14
EMP019739,Eólica,PROJ023091,3055.42,2426.67,235.0,En desarrollo,235.0,3055.42,2426.67,0.1
EMP009113,Eólica,PROJ023092,9073.98,4167.84,22.75,Finalizado,22.75,9073.98,4167.84,0.01
EMP017313,Hidroeléctrica,PROJ023093,6393.66,4572.9,63.27,En desarrollo,63.27,6393.66,4572.9,0.01
EMP005471,Solar,PROJ023094,7747.87,4058.71,79.54,Activo,79.54,7747.87,4058.71,0.02
EMP004998,Hidroeléctrica,PROJ023095,5778.86,3082.57,297.86,En desarrollo,297.86,5778.86,3082.57,0.1
EMP019830,Eólica,PROJ023096,6641.61,3975.97,322.2,En desarrollo,322.2,6641.61,3975.97,0.08
EMP001611,Biomasa,PROJ023097,7976.44,1120.46,392.17,En desarrollo,392.17,7976.44,1120.46,0.35
EMP019555,Geotérmica,PROJ023098,3214.3,3274.17,394.07,Activo,394.07,3214.3,3274.17,0.12
EMP007504,Solar,PROJ023099,7107.0,3547.92,139.03,Finalizado,139.03,7107.0,3547.92,0.04
EMP003728,Geotérmica,PROJ023100,4456.61,4489.7,399.68,Finalizado,399.68,4456.61,4489.7,0.09
EMP004043,Hidroeléctrica,PROJ023101,8805.96,3197.51,328.26,En desarrollo,328.26,8805.96,3197.51,0.1
EMP014939,Geotérmica,PROJ023102,9264.91,3624.83,96.27,Activo,331.12,15004.09,6487.14,0.05
EMP001886,Geotérmica,PROJ023103,6958.39,3064.32,445.65,Activo,445.65,6958.39,3064.32,0.15
EMP007751,Eólica,PROJ023104,7423.12,3265.4,242.79,Finalizado,242.79,7423.12,3265.4,0.07
EMP016807,Hidroeléctrica,PROJ023105,7101.44,3300.23,80.92,Activo,80.92,7101.44,3300.23,0.02
EMP005202,Hidroeléctrica,PROJ023106,9128.51,1035.46,306.83,Activo,306.83,9128.51,1035.46,0.3
EMP002783,Biomasa,PROJ023107,376.6,3552.51,320.49,Finalizado,320.49,376.6,3552.51,0.09
EMP022255,Solar,PROJ023108,653.41,1303.64,91.76,En desarrollo,91.76,653.41,1303.64,0.07
EMP003545,Eólica,PROJ023109,4358.53,2229.67,328.38,En desarrollo,328.38,4358.53,2229.67,0.15
EMP018247,Solar,PROJ023110,8720.71,1880.17,109.65,En desarrollo,109.65,8720.71,1880.17,0.06
EMP017563,Geotérmica,PROJ023111,3995.76,4883.78,326.97,Finalizado,447.11,10630.54,9601.5,0.05
EMP004395,Hidroeléctrica,PROJ023112,4990.1,4726.86,132.89,En desarrollo,132.89,4990.1,4726.86,0.03
EMP015630,Eólica,PROJ023113,7768.61,3214.99,385.15,Activo,385.15,7768.61,3214.99,0.12
EMP005821,Hidroeléctrica,PROJ023114,5217.05,2106.82,448.69,En desarrollo,448.69,5217.05,2106.82,0.21
EMP018296,Biomasa,PROJ023115,9206.1,3586.39,470.63,Finalizado,470.63,9206.1,3586.39,0.13
EMP007027,Biomasa,PROJ023116,4204.6,4498.55,256.81,En desarrollo,256.81,4204.6,4498.55,0.06
EMP021785,Biomasa,PROJ023117,3491.04,3587.23,242.52,Finalizado,242.52,3491.04,3587.23,0.07
EMP002779,Eólica,PROJ023118,4137.02,3563.98,15.25,En desarrollo,17.79,9851.32,7662.54,0.0
EMP005243,Eólica,PROJ023119,9164.86,2338.06,77.53,Finalizado,316.72,18331.49,5000.39,0.06
EMP021938,Hidroeléctrica,PROJ023120,4330.6,2204.43,429.87,En desarrollo,429.87,4330.6,2204.43,0.2
EMP003966,Biomasa,PROJ023121,9676.22,4512.67,249.84,Finalizado,249.84,9676.22,4512.67,0.06
EMP004040,Hidroeléctrica,PROJ023122,458.16,4199.23,155.73,En desarrollo,155.73,458.16,4199.23,0.04
EMP012662,Biomasa,PROJ023123,7319.71,1450.94,244.29,Finalizado,244.29,7319.71,1450.94,0.17
EMP014556,Solar,PROJ023124,1777.15,664.73,222.12,En desarrollo,222.12,1777.15,664.73,0.33
EMP024395,Biomasa,PROJ023125,986.73,1210.73,324.55,Activo,324.55,986.73,1210.73,0.27
EMP017979,Hidroeléctrica,PROJ023126,3126.82,2718.19,355.41,En desarrollo,355.41,3126.82,2718.19,0.13
EMP018206,Eólica,PROJ023127,706.07,1283.94,397.12,En desarrollo,397.12,706.07,1283.94,0.31
EMP007289,Geotérmica,PROJ023128,7536.18,156.57,348.58,Activo,348.58,7536.18,156.57,2.23
EMP007319,Hidroeléctrica,PROJ023129,6943.2,4631.6,24.56,Finalizado,24.56,6943.2,4631.6,0.01
EMP005831,Solar,PROJ023130,8817.04,1572.8,388.57,Activo,388.57,8817.04,1572.8,0.25
EMP015284,Geotérmica,PROJ023131,2084.82,1066.93,234.58,Finalizado,234.58,2084.82,1066.93,0.22
EMP006018,Eólica,PROJ023132,9019.24,2329.53,111.78,Finalizado,329.91,12512.75,5075.1,0.07
EMP016584,Geotérmica,PROJ023133,7557.25,3855.97,399.87,Activo,399.87,7557.25,3855.97,0.1
EMP021007,Eólica,PROJ023134,5731.94,3296.39,350.33,En desarrollo,350.33,5731.94,3296.39,0.11
EMP004851,Eólica,PROJ023135,4483.34,3140.46,25.88,Activo,25.88,4483.34,3140.46,0.01
EMP002819,Eólica,PROJ023136,6001.99,1714.67,321.59,Activo,321.59,6001.99,1714.67,0.19
EMP023916,Solar,PROJ023137,9287.31,3225.2,328.65,Finalizado,713.29,9510.3,7967.35,0.09
EMP018959,Eólica,PROJ023138,2342.77,896.4,361.25,Activo,790.58,4282.84,5549.73,0.14
EMP004238,Solar,PROJ023139,4169.95,4466.51,119.6,Finalizado,119.6,4169.95,4466.51,0.03
EMP004478,Biomasa,PROJ023140,6176.36,3551.89,72.59,Activo,72.59,6176.36,3551.89,0.02
EMP010538,Eólica,PROJ023141,7529.21,1235.46,101.47,Finalizado,101.47,7529.21,1235.46,0.08
EMP008607,Eólica,PROJ023142,118.3,4996.56,498.54,Finalizado,498.54,118.3,4996.56,0.1
EMP017113,Geotérmica,PROJ023143,9866.96,1690.53,106.49,Finalizado,106.49,9866.96,1690.53,0.06
EMP018861,Biomasa,PROJ023144,2286.42,2477.06,323.88,Activo,331.7,10810.33,6281.1,0.05
EMP004800,Eólica,PROJ023145,6041.27,765.09,77.55,En desarrollo,103.05,14748.58,2956.82,0.03
EMP011831,Hidroeléctrica,PROJ023146,9284.68,227.36,364.06,Activo,676.3,14215.24,1604.12,0.42
EMP003103,Biomasa,PROJ023147,6751.98,4071.28,404.32,En desarrollo,404.32,6751.98,4071.28,0.1
EMP002715,Eólica,PROJ023148,6293.7,2006.63,79.61,Finalizado,79.61,6293.7,2006.63,0.04
EMP005921,Solar,PROJ023149,1751.88,3668.72,357.57,Finalizado,439.39,5389.06,7272.6,0.06
EMP009098,Geotérmica,PROJ023150,6859.82,4139.84,106.98,Finalizado,106.98,6859.82,4139.84,0.03
EMP004819,Eólica,PROJ023151,1811.59,890.03,219.33,Finalizado,219.33,1811.59,890.03,0.25
EMP016300,Eólica,PROJ023152,3284.05,1521.5,456.46,En desarrollo,456.46,3284.05,1521.5,0.3
EMP014499,Solar,PROJ023153,8858.89,3538.21,411.46,Finalizado,411.46,8858.89,3538.21,0.12
EMP006304,Hidroeléctrica,PROJ023154,89.02,2164.75,141.21,En desarrollo,141.21,89.02,2164.75,0.07
EMP009297,Geotérmica,PROJ023155,3754.15,3297.54,52.04,Activo,52.04,3754.15,3297.54,0.02
EMP013900,Eólica,PROJ023156,1772.75,3141.87,167.81,Finalizado,509.73,8255.3,11280.97,0.05
EMP020822,Biomasa,PROJ023157,640.58,3148.12,338.48,Finalizado,338.48,640.58,3148.12,0.11
EMP004852,Eólica,PROJ023158,3625.71,1498.71,385.75,Finalizado,385.75,3625.71,1498.71,0.26
EMP023277,Geotérmica,PROJ023159,1275.59,3713.3,333.05,En desarrollo,333.05,1275.59,3713.3,0.09
EMP019239,Solar,PROJ023160,1148.38,1229.55,56.22,Activo,56.22,1148.38,1229.55,0.05
EMP004460,Geotérmica,PROJ023161,9720.91,1692.38,275.79,Activo,275.79,9720.91,1692.38,0.16
EMP022465,Geotérmica,PROJ023162,534.29,377.18,439.77,Finalizado,439.77,534.29,377.18,1.17
EMP001336,Geotérmica,PROJ023163,9425.7,1649.01,244.7,Activo,244.7,9425.7,1649.01,0.15
EMP012564,Geotérmica,PROJ023164,9870.59,2041.4,151.27,Activo,605.64,19309.67,5410.88,0.11
EMP007517,Hidroeléctrica,PROJ023165,4856.69,837.75,180.4,En desarrollo,180.4,4856.69,837.75,0.22
EMP015124,Biomasa,PROJ023166,264.91,2286.77,84.28,Finalizado,84.28,264.91,2286.77,0.04
EMP016785,Biomasa,PROJ023167,5644.25,468.34,451.39,Finalizado,904.66,10754.05,1453.89,0.62
EMP022486,Solar,PROJ023168,5388.87,3498.77,335.67,Activo,612.33,12677.19,5572.51,0.11
EMP013203,Solar,PROJ023169,3486.52,722.42,186.37,En desarrollo,477.24,12925.22,3173.97,0.15
EMP012849,Geotérmica,PROJ023170,2625.42,3415.81,83.2,Finalizado,83.2,2625.42,3415.81,0.02
EMP022495,Geotérmica,PROJ023171,6785.54,4142.9,61.65,En desarrollo,61.65,6785.54,4142.9,0.01
EMP000241,Hidroeléctrica,PROJ023172,590.8,4061.03,23.79,Activo,23.79,590.8,4061.03,0.01
EMP001376,Solar,PROJ023173,1157.82,483.88,460.91,Finalizado,460.91,1157.82,483.88,0.95
EMP017333,Eólica,PROJ023174,5700.16,4484.14,327.62,Activo,327.62,5700.16,4484.14,0.07
EMP020942,Solar,PROJ023175,2401.84,3601.54,380.31,En desarrollo,380.31,2401.84,3601.54,0.11
EMP018442,Eólica,PROJ023176,6481.42,550.3,48.62,En desarrollo,48.62,6481.42,550.3,0.09
EMP011264,Eólica,PROJ023177,9165.72,4299.44,81.35,En desarrollo,81.35,9165.72,4299.44,0.02
EMP006131,Solar,PROJ023178,9136.74,617.19,387.41,Finalizado,387.41,9136.74,617.19,0.63
EMP020585,Solar,PROJ023179,3785.33,268.57,248.52,Activo,463.98,13114.96,2298.2,0.2
EMP013020,Solar,PROJ023180,7032.66,1683.37,410.16,Activo,410.16,7032.66,1683.37,0.24
EMP012599,Solar,PROJ023181,8029.26,2935.8,151.22,Finalizado,151.22,8029.26,2935.8,0.05
EMP009808,Eólica,PROJ023182,7245.42,1656.84,372.81,Finalizado,372.81,7245.42,1656.84,0.23
EMP010975,Hidroeléctrica,PROJ023183,4977.57,3996.64,170.17,Finalizado,170.17,4977.57,3996.64,0.04
EMP011637,Eólica,PROJ023184,4644.51,2473.35,458.34,En desarrollo,458.34,4644.51,2473.35,0.19
EMP009569,Eólica,PROJ023185,8459.67,3299.15,28.67,Finalizado,28.67,8459.67,3299.15,0.01
EMP015782,Solar,PROJ023186,291.23,1981.47,178.23,Finalizado,178.23,291.23,1981.47,0.09
EMP004088,Hidroeléctrica,PROJ023187,5199.45,3152.72,446.92,En desarrollo,446.92,5199.45,3152.72,0.14
