proyecto_id,empresa_id,tipo_energia,capacidad_generacion,reduccion_emisiones,costo_proyecto,estado_proyecto
PROJ019660,EMP000498,EÃ³lica,9083.43,3997.76,10.54,Finalizado
PROJ019661,EMP003126,GeotÃ©rmica,1844.89,2503.65,117.65,Activo
PROJ019662,EMP006778,GeotÃ©rmica,3429.2,1312.16,210.77,En desarrollo
PROJ019663,EMP001830,HidroelÃ©ctrica,6194.7,2774.4,163.63,En desarrollo
PROJ019664,EMP021865,EÃ³lica,2235.69,974.51,398.21,Activo
PROJ019665,EMP007680,GeotÃ©rmica,9643.05,1951.81,24.69,En desarrollo
PROJ019666,EMP015059,GeotÃ©rmica,723.25,2825.2,89.61,Finalizado
PROJ019667,EMP022433,Biomasa,178.02,3024.07,6.6,Finalizado
PROJ019668,EMP009333,Biomasa,3357.18,1637.28,401.47,Activo
PROJ019669,EMP014341,Solar,728.9,1465.88,450.37,Activo
PROJ019670,EMP004898,Biomasa,7146.73,2484.43,431.06,Finalizado
PROJ019671,EMP007007,EÃ³lica,8261.31,61.96,19.11,Finalizado
PROJ019672,EMP004154,GeotÃ©rmica,6066.59,3299.1,140.82,Activo
PROJ019673,EMP010311,Biomasa,1523.95,117.96,11.29,Finalizado
PROJ019674,EMP018323,Solar,7377.81,2031.51,2.27,Finalizado
PROJ019675,EMP021978,Solar,4648.24,4907.02,393.94,Activo
PROJ019676,EMP016725,GeotÃ©rmica,100.54,2082.45,377.33,En desarrollo
PROJ019677,EMP015949,Biomasa,454.18,1364.01,405.8,Finalizado
PROJ019678,EMP013662,HidroelÃ©ctrica,8646.55,270.95,98.28,Finalizado
PROJ019679,EMP023166,HidroelÃ©ctrica,9820.88,237.05,299.66,Finalizado
PROJ019680,EMP020229,Biomasa,5652.76,1583.99,255.97,Activo
PROJ019681,EMP008122,EÃ³lica,4959.32,1975.64,82.96,Finalizado
PROJ019682,EMP020531,GeotÃ©rmica,1289.76,232.29,456.04,En desarrollo
PROJ019683,EMP017219,GeotÃ©rmica,5128.41,3835.44,115.56,Activo
PROJ019684,EMP003956,GeotÃ©rmica,6241.85,2927.11,459.08,Activo
PROJ019685,EMP015515,Solar,957.11,1401.16,125.45,Finalizado
PROJ019686,EMP019229,GeotÃ©rmica,3750.92,3218.43,169.73,Activo
PROJ019687,EMP024360,HidroelÃ©ctrica,518.45,4074.84,6.07,Finalizado
PROJ019688,EMP011937,Biomasa,9790.98,4143.15,340.33,Finalizado
PROJ019689,EMP004798,GeotÃ©rmica,2939.06,3458.03,427.95,En desarrollo
PROJ019690,EMP002327,Biomasa,7846.56,3277.55,155.17,Finalizado
PROJ019691,EMP019588,Biomasa,8000.28,3068.91,301.3,Activo
PROJ019692,EMP019510,Solar,738.6,2202.28,300.98,Finalizado
PROJ019693,EMP013938,Biomasa,7853.09,3604.72,337.5,En desarrollo
PROJ019694,EMP000931,GeotÃ©rmica,8527.22,3213.52,396.09,Activo
PROJ019695,EMP022554,HidroelÃ©ctrica,1638.53,4007.28,347.57,En desarrollo
PROJ019696,EMP001227,HidroelÃ©ctrica,5205.74,3355.91,297.98,Activo
PROJ019697,EMP019728,HidroelÃ©ctrica,4465.1,304.45,10.63,Finalizado
PROJ019698,EMP017235,GeotÃ©rmica,3778.28,4000.86,353.26,Finalizado
PROJ019699,EMP003240,Solar,5716.38,1896.05,22.03,En desarrollo
PROJ019700,EMP013303,Solar,9359.48,766.52,483.3,En desarrollo
PROJ019701,EMP003128,GeotÃ©rmica,3308.24,4741.14,238.23,Activo
PROJ019702,EMP016624,EÃ³lica,9758.81,4520.5,186.76,Activo
PROJ019703,EMP013789,EÃ³lica,5285.29,3649.58,314.8,En desarrollo
PROJ019704,EMP011209,GeotÃ©rmica,4539.62,951.45,83.59,Activo
PROJ019705,EMP018289,EÃ³lica,5543.65,3692.87,76.19,En desarrollo
PROJ019706,EMP020848,EÃ³lica,7650.48,3617.04,489.91,En desarrollo
PROJ019707,EMP012708,GeotÃ©rmica,7828.68,61.49,175.47,Activo
PROJ019708,EMP024563,Biomasa,2187.75,524.12,131.11,En desarrollo
PROJ019709,EMP012732,Solar,7874.09,2374.66,64.11,Finalizado
PROJ019710,EMP000703,Biomasa,5336.39,1563.64,267.0,En desarrollo
PROJ019711,EMP018507,HidroelÃ©ctrica,2972.2,2391.72,233.87,Activo
PROJ019712,EMP005054,EÃ³lica,8410.55,2533.04,132.36,En desarrollo
PROJ019713,EMP018571,Biomasa,5825.72,2325.04,89.62,Finalizado
PROJ019714,EMP013344,HidroelÃ©ctrica,3223.96,13.69,85.65,Activo
PROJ019715,EMP010134,Solar,2326.17,3985.65,238.12,Finalizado
PROJ019716,EMP022686,Solar,4483.75,493.43,359.23,Finalizado
PROJ019717,EMP000989,GeotÃ©rmica,2419.66,3888.12,55.75,Finalizado
PROJ019718,EMP002050,Solar,3490.95,618.81,177.75,En desarrollo
PROJ019719,EMP009248,Biomasa,772.06,528.45,197.22,En desarrollo
PROJ019720,EMP011380,HidroelÃ©ctrica,5277.57,2395.13,279.62,Finalizado
PROJ019721,EMP007531,GeotÃ©rmica,5632.87,4226.97,449.64,Finalizado
PROJ019722,EMP020506,EÃ³lica,8244.08,4694.39,157.84,Finalizado
PROJ019723,EMP003336,EÃ³lica,7545.66,1005.75,97.2,En desarrollo
PROJ019724,EMP021304,Solar,8648.51,2442.41,368.22,Activo
PROJ019725,EMP002413,HidroelÃ©ctrica,7814.3,3846.08,262.83,Finalizado
PROJ019726,EMP008988,Biomasa,1842.23,4413.87,335.74,Activo
PROJ019727,EMP007524,EÃ³lica,3162.7,4233.75,489.76,Finalizado
PROJ019728,EMP015502,Solar,7577.29,3754.24,335.31,Activo
PROJ019729,EMP017266,HidroelÃ©ctrica,7355.55,4741.62,402.28,En desarrollo
PROJ019730,EMP018134,EÃ³lica,4103.2,1229.14,449.41,Activo
PROJ019731,EMP020768,Solar,9118.69,3377.61,474.75,Finalizado
PROJ019732,EMP000714,GeotÃ©rmica,2537.23,4662.06,289.92,En desarrollo
PROJ019733,EMP000418,Biomasa,7420.67,4969.05,328.75,Activo
PROJ019734,EMP003693,GeotÃ©rmica,2511.09,4500.89,35.7,En desarrollo
PROJ019735,EMP020756,Biomasa,5502.76,281.34,122.97,Finalizado
PROJ019736,EMP001634,Biomasa,3068.01,231.49,55.82,En desarrollo
PROJ019737,EMP015026,HidroelÃ©ctrica,4009.55,3198.36,230.38,Finalizado
PROJ019738,EMP012016,GeotÃ©rmica,6913.78,1139.95,105.43,En desarrollo
PROJ019739,EMP017511,Solar,8704.5,1893.36,101.57,Finalizado
PROJ019740,EMP007908,HidroelÃ©ctrica,6835.17,2989.86,251.83,Finalizado
PROJ019741,EMP010689,Solar,9918.39,4681.2,230.8,Finalizado
PROJ019742,EMP023641,EÃ³lica,3299.29,2363.26,355.58,Activo
PROJ019743,EMP021953,GeotÃ©rmica,9202.32,702.02,122.64,En desarrollo
PROJ019744,EMP010156,GeotÃ©rmica,6282.92,3057.86,113.79,Finalizado
PROJ019745,EMP024043,Biomasa,5870.1,4850.13,38.17,Activo
PROJ019746,EMP018009,Solar,1903.29,225.33,379.58,Finalizado
PROJ019747,EMP002550,EÃ³lica,2888.66,4217.08,136.4,Activo
PROJ019748,EMP003830,HidroelÃ©ctrica,3067.38,1973.86,177.03,Activo
PROJ019749,EMP010417,Solar,4447.33,2797.57,71.12,Activo
PROJ019750,EMP023909,GeotÃ©rmica,1384.98,7.82,229.59,Activo
PROJ019751,EMP018641,GeotÃ©rmica,2692.36,3341.36,257.6,Finalizado
PROJ019752,EMP010550,Biomasa,3033.99,3277.71,440.43,Finalizado
PROJ019753,EMP004508,EÃ³lica,9488.38,4044.42,211.25,Finalizado
PROJ019754,EMP019877,HidroelÃ©ctrica,636.39,1148.77,232.28,Finalizado
PROJ019755,EMP023119,GeotÃ©rmica,541.08,760.76,251.76,Activo
PROJ019756,EMP024495,Biomasa,1445.1,1325.87,297.64,En desarrollo
PROJ019757,EMP007480,GeotÃ©rmica,1098.4,1478.83,205.41,Finalizado
PROJ019758,EMP008084,GeotÃ©rmica,522.42,3460.71,219.6,Activo
PROJ019759,EMP011380,Biomasa,5959.81,544.23,110.01,En desarrollo
PROJ019760,EMP023219,EÃ³lica,2164.98,2234.67,101.39,Finalizado
PROJ019761,EMP021638,Biomasa,3446.78,3891.49,344.47,Finalizado
PROJ019762,EMP012453,HidroelÃ©ctrica,9917.91,1575.07,131.1,Finalizado
PROJ019763,EMP014099,Biomasa,2726.63,1223.93,89.29,Activo
PROJ019764,EMP005394,HidroelÃ©ctrica,4262.93,1061.38,429.63,En desarrollo
PROJ019765,EMP017002,EÃ³lica,5576.42,1966.09,485.81,Finalizado
PROJ019766,EMP019590,GeotÃ©rmica,6586.09,961.86,491.09,Finalizado
PROJ019767,EMP012296,GeotÃ©rmica,1353.74,3280.17,160.86,En desarrollo
PROJ019768,EMP021704,Solar,9981.81,183.98,284.57,Activo
PROJ019769,EMP002952,HidroelÃ©ctrica,9136.3,1800.05,459.72,Finalizado
PROJ019770,EMP009182,GeotÃ©rmica,4499.51,4259.71,291.62,Activo
PROJ019771,EMP013763,Solar,7671.61,1787.93,299.84,Activo
PROJ019772,EMP015679,HidroelÃ©ctrica,1317.28,4436.6,258.04,En desarrollo
PROJ019773,EMP021170,GeotÃ©rmica,3941.99,1172.3,7.9,Activo
PROJ019774,EMP009879,Biomasa,993.21,109.7,133.74,Activo
PROJ019775,EMP024616,EÃ³lica,1337.56,3138.56,260.29,Finalizado
PROJ019776,EMP004631,EÃ³lica,3853.36,527.2,246.69,En desarrollo
PROJ019777,EMP009714,Solar,405.01,3581.76,260.97,En desarrollo
PROJ019778,EMP004210,Biomasa,4787.23,3843.3,172.29,Finalizado
PROJ019779,EMP020370,HidroelÃ©ctrica,6100.54,4421.87,386.59,Finalizado
PROJ019780,EMP024074,Biomasa,8148.89,4080.55,194.71,Activo
PROJ019781,EMP019002,HidroelÃ©ctrica,9907.75,4460.78,378.47,En desarrollo
PROJ019782,EMP011913,HidroelÃ©ctrica,5251.62,4389.74,287.44,Activo
PROJ019783,EMP003930,GeotÃ©rmica,7531.05,3064.93,225.57,Activo
PROJ019784,EMP014084,HidroelÃ©ctrica,4719.86,4666.37,64.53,Finalizado
PROJ019785,EMP016284,HidroelÃ©ctrica,4787.46,607.52,220.44,Activo
PROJ019786,EMP008427,Biomasa,6892.56,4033.09,423.89,En desarrollo
PROJ019787,EMP004053,Solar,4023.53,4130.92,333.07,Activo
PROJ019788,EMP013844,GeotÃ©rmica,8110.25,4704.26,297.39,En desarrollo
PROJ019789,EMP009940,Solar,3057.24,3421.81,62.59,Finalizado
PROJ019790,EMP003724,EÃ³lica,6537.95,1434.85,190.07,Finalizado
PROJ019791,EMP022740,Solar,1631.07,3592.74,180.78,Activo
PROJ019792,EMP004926,EÃ³lica,3046.19,992.14,297.6,En desarrollo
PROJ019793,EMP018168,GeotÃ©rmica,9772.63,3775.26,274.22,En desarrollo
PROJ019794,EMP000920,HidroelÃ©ctrica,8660.82,380.06,97.87,Finalizado
PROJ019795,EMP016146,GeotÃ©rmica,6035.57,1254.53,115.8,Finalizado
PROJ019796,EMP016161,GeotÃ©rmica,2688.65,2032.2,408.9,Finalizado
PROJ019797,EMP021985,HidroelÃ©ctrica,483.39,1387.24,387.87,Finalizado
PROJ019798,EMP023789,EÃ³lica,5300.84,1128.4,361.93,Finalizado
PROJ019799,EMP001294,Biomasa,6394.48,2045.22,243.51,En desarrollo
PROJ019800,EMP022416,EÃ³lica,4339.51,4887.17,107.72,En desarrollo
PROJ019801,EMP011245,Solar,9642.92,3601.45,74.97,Finalizado
PROJ019802,EMP004200,Solar,4185.39,1981.93,454.22,Activo
PROJ019803,EMP017480,HidroelÃ©ctrica,4091.37,1620.84,422.23,Activo
PROJ019804,EMP023176,GeotÃ©rmica,9250.73,349.44,292.85,En desarrollo
PROJ019805,EMP007039,Solar,2013.01,2871.42,393.01,Finalizado
PROJ019806,EMP018669,Solar,8686.55,4319.31,262.13,Finalizado
PROJ019807,EMP008885,HidroelÃ©ctrica,2910.15,3855.67,127.47,En desarrollo
PROJ019808,EMP012720,Solar,7169.43,3935.85,397.85,Activo
PROJ019809,EMP016767,EÃ³lica,8991.33,3946.92,361.99,Finalizado
PROJ019810,EMP023875,EÃ³lica,1005.66,2750.6,95.52,Activo
PROJ019811,EMP007341,GeotÃ©rmica,7585.09,3692.9,360.12,Finalizado
PROJ019812,EMP022237,Solar,7227.47,1611.67,240.51,Activo
PROJ019813,EMP011326,Solar,271.33,2214.99,300.08,Activo
PROJ019814,EMP015773,HidroelÃ©ctrica,1096.59,1096.64,220.11,Finalizado
PROJ019815,EMP016533,HidroelÃ©ctrica,6772.99,2045.32,301.91,Activo
PROJ019816,EMP014683,EÃ³lica,932.29,2410.45,332.77,En desarrollo
PROJ019817,EMP024400,EÃ³lica,4109.58,952.86,310.16,Activo
PROJ019818,EMP003199,HidroelÃ©ctrica,7646.37,951.12,367.52,Finalizado
PROJ019819,EMP019038,Biomasa,5821.85,4588.2,234.73,Activo
PROJ019820,EMP012492,HidroelÃ©ctrica,75.62,2283.65,130.19,Finalizado
PROJ019821,EMP008247,HidroelÃ©ctrica,9197.32,2585.25,79.33,Finalizado
PROJ019822,EMP022333,Biomasa,9148.74,3881.28,310.07,En desarrollo
PROJ019823,EMP020502,GeotÃ©rmica,5404.49,1072.26,190.9,En desarrollo
PROJ019824,EMP020656,GeotÃ©rmica,4615.37,1832.25,194.69,Finalizado
PROJ019825,EMP022618,GeotÃ©rmica,552.03,810.5,429.3,En desarrollo
PROJ019826,EMP012085,Solar,7405.75,4531.9,400.33,En desarrollo
PROJ019827,EMP008980,GeotÃ©rmica,8136.42,2886.97,246.78,En desarrollo
PROJ019828,EMP021653,HidroelÃ©ctrica,3292.57,1790.54,308.17,En desarrollo
PROJ019829,EMP002046,Biomasa,6646.22,4010.72,449.73,Activo
PROJ019830,EMP008952,GeotÃ©rmica,8400.19,3580.94,73.11,En desarrollo
PROJ019831,EMP017205,GeotÃ©rmica,6558.31,4013.57,282.6,En desarrollo
PROJ019832,EMP020800,HidroelÃ©ctrica,6110.34,2555.36,326.57,Finalizado
PROJ019833,EMP023778,GeotÃ©rmica,2841.73,1147.28,92.58,Activo
PROJ019834,EMP015859,Solar,8149.43,318.37,328.83,Activo
PROJ019835,EMP011028,HidroelÃ©ctrica,8043.69,476.36,285.72,En desarrollo
PROJ019836,EMP023428,HidroelÃ©ctrica,1747.7,1257.94,57.49,Finalizado
PROJ019837,EMP016018,HidroelÃ©ctrica,2563.8,936.7,294.59,Activo
PROJ019838,EMP007909,EÃ³lica,7590.83,3368.84,340.14,Finalizado
PROJ019839,EMP011430,EÃ³lica,8494.83,1368.4,157.67,Activo
PROJ019840,EMP016678,EÃ³lica,3687.28,4843.14,119.66,Activo
PROJ019841,EMP003095,HidroelÃ©ctrica,8247.8,1176.21,247.61,En desarrollo
PROJ019842,EMP008270,Solar,5509.05,1495.54,75.9,Finalizado
PROJ019843,EMP004042,GeotÃ©rmica,2270.53,766.32,172.04,Finalizado
PROJ019844,EMP013805,EÃ³lica,8319.13,2375.54,317.88,Finalizado
PROJ019845,EMP011762,Biomasa,3449.67,3647.6,143.84,En desarrollo
PROJ019846,EMP020912,EÃ³lica,2701.37,4800.83,158.51,Finalizado
PROJ019847,EMP002533,Biomasa,991.68,2322.67,245.83,En desarrollo
PROJ019848,EMP001341,EÃ³lica,6367.43,339.11,313.8,Finalizado
PROJ019849,EMP015125,Solar,8606.33,745.63,48.2,En desarrollo
PROJ019850,EMP011401,GeotÃ©rmica,7082.56,902.97,359.01,Activo
PROJ019851,EMP016691,Biomasa,2544.91,1356.9,84.61,Finalizado
PROJ019852,EMP012169,HidroelÃ©ctrica,2416.56,198.85,372.21,Finalizado
PROJ019853,EMP014955,Biomasa,8742.39,2254.72,356.24,Finalizado
PROJ019854,EMP004471,Solar,8578.78,1173.03,110.27,Activo
PROJ019855,EMP023685,GeotÃ©rmica,1180.31,3314.25,387.73,En desarrollo
PROJ019856,EMP014039,Biomasa,651.0,2900.37,169.04,Finalizado
PROJ019857,EMP001297,Biomasa,70.14,4107.73,12.24,En desarrollo
PROJ019858,EMP002549,Biomasa,944.98,729.97,57.74,Finalizado
PROJ019859,EMP013145,Solar,629.53,1945.26,300.11,Finalizado
PROJ019860,EMP004206,GeotÃ©rmica,6559.2,2734.25,266.87,Finalizado
PROJ019861,EMP021626,HidroelÃ©ctrica,7368.29,4666.63,424.27,En desarrollo
PROJ019862,EMP021390,Solar,4757.46,1663.55,68.83,Activo
PROJ019863,EMP009057,EÃ³lica,2785.74,1823.86,317.97,Activo
PROJ019864,EMP008535,GeotÃ©rmica,4745.63,3901.77,73.18,En desarrollo
PROJ019865,EMP010136,GeotÃ©rmica,7521.12,1321.96,91.46,Activo
PROJ019866,EMP021753,Solar,8606.42,4197.78,274.59,En desarrollo
PROJ019867,EMP001497,EÃ³lica,2390.73,1343.32,177.54,Finalizado
PROJ019868,EMP006916,GeotÃ©rmica,6131.04,3634.75,374.6,En desarrollo
PROJ019869,EMP020226,GeotÃ©rmica,9828.61,4281.73,240.92,Activo
PROJ019870,EMP012183,HidroelÃ©ctrica,784.99,2828.89,136.19,Activo
PROJ019871,EMP020165,HidroelÃ©ctrica,5853.79,1310.07,17.37,Finalizado
PROJ019872,EMP017709,Biomasa,8825.42,62.8,449.91,Activo
PROJ019873,EMP012986,EÃ³lica,1277.51,2891.03,135.44,Finalizado
PROJ019874,EMP024100,Biomasa,5214.53,4963.91,113.07,En desarrollo
PROJ019875,EMP001221,Biomasa,6302.09,3484.92,311.82,Activo
PROJ019876,EMP019723,EÃ³lica,6328.18,642.24,486.84,Activo
PROJ019877,EMP009770,Solar,5188.58,4269.44,301.63,Finalizado
PROJ019878,EMP018577,GeotÃ©rmica,4552.4,4644.23,355.02,Activo
PROJ019879,EMP003016,Solar,5343.26,345.29,409.54,En desarrollo
PROJ019880,EMP020962,Biomasa,1405.51,3293.72,462.15,En desarrollo
PROJ019881,EMP008802,Solar,156.65,1147.21,165.02,Finalizado
PROJ019882,EMP021947,EÃ³lica,2308.19,853.86,328.82,Activo
PROJ019883,EMP014677,HidroelÃ©ctrica,9886.59,1126.85,371.92,En desarrollo
PROJ019884,EMP015256,Solar,5448.71,41.51,296.19,En desarrollo
PROJ019885,EMP022504,GeotÃ©rmica,4402.17,1703.93,66.33,Finalizado
PROJ019886,EMP006736,EÃ³lica,5049.44,3460.54,491.98,Activo
PROJ019887,EMP008387,HidroelÃ©ctrica,3801.3,3501.17,298.46,En desarrollo
PROJ019888,EMP012863,GeotÃ©rmica,7059.57,2775.89,480.53,En desarrollo
PROJ019889,EMP021251,HidroelÃ©ctrica,812.09,1747.82,383.04,Activo
PROJ019890,EMP022863,GeotÃ©rmica,3847.11,4529.7,270.6,Finalizado
PROJ019891,EMP023772,Solar,9611.17,4173.28,499.58,En desarrollo
PROJ019892,EMP022401,EÃ³lica,8290.5,1336.9,33.57,Activo
PROJ019893,EMP001369,Biomasa,2907.07,3587.53,288.36,En desarrollo
PROJ019894,EMP015476,HidroelÃ©ctrica,850.01,493.2,29.42,En desarrollo
PROJ019895,EMP002971,HidroelÃ©ctrica,6950.94,4749.47,189.98,En desarrollo
PROJ019896,EMP018837,Biomasa,563.06,2076.03,282.94,Activo
PROJ019897,EMP015060,HidroelÃ©ctrica,3925.41,4335.91,319.58,En desarrollo
PROJ019898,EMP004014,HidroelÃ©ctrica,3420.33,1254.84,142.58,En desarrollo
PROJ019899,EMP022363,Solar,2518.46,3710.3,199.81,Activo
PROJ019900,EMP001098,GeotÃ©rmica,5066.02,3368.78,205.2,En desarrollo
PROJ019901,EMP003035,EÃ³lica,3720.39,1684.63,131.57,Activo
PROJ019902,EMP009761,Biomasa,8664.23,4333.65,278.99,Activo
PROJ019903,EMP004279,Biomasa,5655.94,2906.08,360.14,Finalizado
PROJ019904,EMP010386,HidroelÃ©ctrica,7467.09,3318.9,127.7,En desarrollo
PROJ019905,EMP021229,EÃ³lica,6362.59,2620.19,297.76,Finalizado
PROJ019906,EMP012453,Biomasa,4264.28,2084.69,186.02,Finalizado
PROJ019907,EMP014676,Biomasa,4915.38,1151.78,453.32,Activo
PROJ019908,EMP011839,Biomasa,7338.19,681.72,112.88,Activo
PROJ019909,EMP010731,HidroelÃ©ctrica,2725.65,3828.62,473.86,En desarrollo
PROJ019910,EMP018784,Solar,956.08,4604.49,423.3,En desarrollo
PROJ019911,EMP013142,Solar,2661.58,4599.31,3.58,En desarrollo
PROJ019912,EMP003661,EÃ³lica,113.36,704.42,294.38,Activo
PROJ019913,EMP014819,Biomasa,9958.92,3431.07,465.75,Finalizado
PROJ019914,EMP018587,Solar,4743.0,2939.43,19.34,En desarrollo
PROJ019915,EMP020287,Biomasa,4873.8,4235.37,419.85,Finalizado
PROJ019916,EMP017757,GeotÃ©rmica,9039.26,1013.29,215.6,Activo
PROJ019917,EMP003186,EÃ³lica,2394.85,2284.51,186.62,Activo
PROJ019918,EMP014207,Solar,5494.88,68.17,304.44,Finalizado
PROJ019919,EMP016404,Solar,5600.77,4981.62,422.57,Activo
PROJ019920,EMP002399,Solar,9008.57,4521.07,463.78,En desarrollo
PROJ019921,EMP019088,Biomasa,3421.61,4871.36,453.76,En desarrollo
PROJ019922,EMP004174,GeotÃ©rmica,3134.73,888.9,71.96,En desarrollo
PROJ019923,EMP009747,EÃ³lica,2705.02,133.65,462.25,En desarrollo
PROJ019924,EMP019572,Solar,6593.95,1124.24,371.79,Activo
PROJ019925,EMP023266,EÃ³lica,5502.65,2431.28,261.0,Activo
PROJ019926,EMP002351,HidroelÃ©ctrica,8240.58,1941.42,491.21,Finalizado
PROJ019927,EMP011154,GeotÃ©rmica,2681.2,1388.17,348.71,En desarrollo
PROJ019928,EMP015668,GeotÃ©rmica,7336.13,4482.96,460.83,Finalizado
PROJ019929,EMP023737,GeotÃ©rmica,4779.72,848.02,61.7,Activo
PROJ019930,EMP016566,GeotÃ©rmica,6900.26,4731.61,462.27,En desarrollo
PROJ019931,EMP013221,EÃ³lica,2759.06,3232.15,329.66,Finalizado
PROJ019932,EMP000507,GeotÃ©rmica,1995.99,4936.05,195.02,Activo
PROJ019933,EMP015594,Solar,8387.93,4448.97,282.3,Finalizado
PROJ019934,EMP019016,GeotÃ©rmica,8371.39,1059.32,343.56,En desarrollo
PROJ019935,EMP013135,GeotÃ©rmica,5090.17,4382.9,299.07,Activo
PROJ019936,EMP011236,HidroelÃ©ctrica,5312.27,1058.43,295.11,Activo
PROJ019937,EMP012135,Solar,1577.93,4637.9,279.39,En desarrollo
PROJ019938,EMP000112,GeotÃ©rmica,3032.07,194.3,342.52,En desarrollo
PROJ019939,EMP014116,GeotÃ©rmica,4420.42,2105.86,81.55,En desarrollo
PROJ019940,EMP009905,Solar,6453.14,2913.01,66.22,Activo
PROJ019941,EMP006073,Biomasa,9021.1,2426.81,481.68,Finalizado
PROJ019942,EMP008487,Solar,8863.78,2598.59,10.09,Finalizado
PROJ019943,EMP021877,Solar,1977.83,4895.05,261.03,Finalizado
PROJ019944,EMP005476,GeotÃ©rmica,381.89,1241.27,186.83,Finalizado
PROJ019945,EMP008128,GeotÃ©rmica,7190.16,4443.2,52.69,Activo
PROJ019946,EMP020188,Solar,2343.41,461.89,467.69,Finalizado
PROJ019947,EMP002370,GeotÃ©rmica,7861.28,107.69,195.37,Finalizado
PROJ019948,EMP017256,GeotÃ©rmica,863.08,3682.41,224.73,Activo
PROJ019949,EMP023437,Biomasa,7126.2,4345.98,381.29,En desarrollo
PROJ019950,EMP013287,Solar,2404.43,4330.73,351.31,Finalizado
PROJ019951,EMP024305,HidroelÃ©ctrica,1859.75,4796.6,408.51,En desarrollo
PROJ019952,EMP000286,Solar,4075.83,1205.66,393.29,Finalizado
PROJ019953,EMP000515,Solar,1940.67,312.41,497.11,Activo
PROJ019954,EMP002942,GeotÃ©rmica,1402.82,2863.85,200.09,En desarrollo
PROJ019955,EMP015860,HidroelÃ©ctrica,9462.77,949.89,311.84,Activo
PROJ019956,EMP017363,GeotÃ©rmica,3320.76,1417.51,248.62,Activo
PROJ019957,EMP004019,Solar,6805.93,1678.88,80.66,Finalizado
PROJ019958,EMP021164,Biomasa,8037.65,1959.63,337.71,Finalizado
PROJ019959,EMP006197,EÃ³lica,8416.6,3162.91,355.66,Finalizado
PROJ019960,EMP017875,HidroelÃ©ctrica,9835.37,2466.69,150.39,En desarrollo
PROJ019961,EMP018724,Biomasa,8628.11,566.3,72.36,En desarrollo
PROJ019962,EMP002767,HidroelÃ©ctrica,8402.45,2929.92,467.33,En desarrollo
PROJ019963,EMP007619,GeotÃ©rmica,2800.13,3669.57,131.18,En desarrollo
PROJ019964,EMP014107,Solar,120.14,1553.77,17.4,Activo
PROJ019965,EMP000751,EÃ³lica,4859.28,2461.21,430.63,Finalizado
PROJ019966,EMP014147,GeotÃ©rmica,4946.06,1070.96,169.88,Activo
PROJ019967,EMP019042,HidroelÃ©ctrica,6773.13,1951.97,175.19,Finalizado
PROJ019968,EMP007971,EÃ³lica,2637.56,3004.13,491.48,En desarrollo
PROJ019969,EMP010619,Biomasa,9117.73,2279.37,369.41,Activo
PROJ019970,EMP019649,HidroelÃ©ctrica,1830.74,2030.41,264.29,Activo
PROJ019971,EMP017771,Solar,4537.93,3478.73,462.85,En desarrollo
PROJ019972,EMP017132,HidroelÃ©ctrica,935.49,3893.74,51.12,Finalizado
PROJ019973,EMP018321,Biomasa,8451.98,1219.44,82.17,Finalizado
PROJ019974,EMP022820,Solar,8863.02,3155.77,393.07,En desarrollo
PROJ019975,EMP000358,HidroelÃ©ctrica,6730.46,262.77,296.01,Finalizado
PROJ019976,EMP002154,GeotÃ©rmica,3010.0,4417.69,467.38,Finalizado
PROJ019977,EMP021066,EÃ³lica,9249.59,4338.86,246.47,Finalizado
PROJ019978,EMP016301,Solar,8596.07,1670.66,182.07,Activo
PROJ019979,EMP006144,GeotÃ©rmica,7534.64,2436.29,336.94,Finalizado
PROJ019980,EMP017807,Solar,9732.76,3666.4,180.55,Activo
PROJ019981,EMP021808,Biomasa,4101.99,2756.59,339.07,En desarrollo
PROJ019982,EMP000079,Solar,2223.51,4335.05,120.63,Finalizado
PROJ019983,EMP021210,GeotÃ©rmica,8358.81,4075.74,498.99,Finalizado
PROJ019984,EMP018728,HidroelÃ©ctrica,5429.68,4034.03,26.68,Finalizado
PROJ019985,EMP008943,GeotÃ©rmica,7679.22,3825.63,239.21,Finalizado
PROJ019986,EMP000792,HidroelÃ©ctrica,665.8,4915.42,189.61,Finalizado
PROJ019987,EMP021564,EÃ³lica,777.91,2221.9,66.54,Finalizado
PROJ019988,EMP019380,GeotÃ©rmica,7579.07,2336.05,413.83,Finalizado
PROJ019989,EMP018440,Biomasa,1234.72,1137.46,413.53,En desarrollo
PROJ019990,EMP007125,GeotÃ©rmica,7125.44,2806.44,400.82,Activo
PROJ019991,EMP001163,Biomasa,8034.0,2902.02,205.28,Activo
PROJ019992,EMP009042,EÃ³lica,8662.9,4459.76,24.27,En desarrollo
PROJ019993,EMP017490,Biomasa,1372.46,66.24,447.6,Finalizado
PROJ019994,EMP020662,Biomasa,4465.0,4882.65,44.2,Finalizado
PROJ019995,EMP023312,HidroelÃ©ctrica,4365.11,951.74,266.87,En desarrollo
PROJ019996,EMP012160,EÃ³lica,4537.81,4237.77,445.77,Finalizado
PROJ019997,EMP018119,HidroelÃ©ctrica,7486.14,2647.36,245.59,Finalizado
PROJ019998,EMP008282,GeotÃ©rmica,5748.39,4643.1,233.7,En desarrollo
PROJ019999,EMP000916,HidroelÃ©ctrica,9045.29,711.7,284.27,En desarrollo
